qID	sentence	option1	option2	answer	ed	gender	wid	ctx	url
646-2	At parties, Adam would end up silent while Jason did all the talking because _ was very brash.	Adam	Jason	2	1	m	A326O3VWP8TO8N	silent	https://www.wikihow.com/Confront-Someone-Who%27s-Giving-You-the-Silent-Treatment
260-1	Mary put copper insulation in their pipes while Susan didn't, so _ 's pipe were clean.	Mary	Susan	1	1	f	A326O3VWP8TO8N	copper	https://www.wikihow.com/Clean-Oxidized-Copper
260-2	Mary put copper insulation in their pipes while Susan didn't, so _ 's pipe were dirty.	Mary	Susan	2	1	f	A326O3VWP8TO8N	copper	https://www.wikihow.com/Clean-Oxidized-Copper
860-1	The rope was secured when Adam tied it unlike Jason, so it seems _ is more knowledgeable about it.	Adam	Jason	1	1	m	A326O3VWP8TO8N	secure	https://www.wikihow.com/Be-Secure
860-2	The rope was secured when Adam tied it unlike Jason, so it seems _ is less knowledgeable about it.	Adam	Jason	2	1	m	A326O3VWP8TO8N	secure	https://www.wikihow.com/Be-Secure
66-1	Mary's contract was about to be up while Susan still had six weeks, so _ was anxious.	Mary	Susan	1	1	f	A326O3VWP8TO8N	contract	https://www.wikihow.com/Write-a-Contract-for-Selling-a-Car
66-2	Mary's contract was about to be up while Susan still had six weeks, so _ was relieved.	Mary	Susan	2	1	f	A326O3VWP8TO8N	contract	https://www.wikihow.com/Write-a-Contract-for-Selling-a-Car
481-1	It was always a hassle to comb Mary's hair compared to Susan, so _ had to pay more for grooming.	Mary	Susan	1	1	f	A326O3VWP8TO8N	comb	https://www.wikihow.com/Comb-Long-Hair
481-2	It was always a hassle to comb Mary's hair compared to Susan, so _ had to pay less for grooming.	Mary	Susan	2	1	f	A326O3VWP8TO8N	comb	https://www.wikihow.com/Comb-Long-Hair
70-1	At work, Mary would follow their boss's directions more closely than Susan. _ got a promotion.	Mary	Susan	1	1	f	A326O3VWP8TO8N	work	https://www.wikihow.com/Be-More-Effective-at-Work
70-2	At work, Mary would follow their boss's directions more closely than Susan. _ got a demotion.	Mary	Susan	2	1	f	A326O3VWP8TO8N	work	https://www.wikihow.com/Be-More-Effective-at-Work
871-1	The stove was left on after Adam used it, so Jason turned it off. _ was careless.	Adam	Jason	1	1	m	A326O3VWP8TO8N	stove	https://www.wikihow.com/Fill-the-Gap-Between-the-Stove-and-the-Counter
871-2	The stove was left on after Adam used it, so Jason turned it off. _ was careful.	Adam	Jason	2	1	m	A326O3VWP8TO8N	stove	https://www.wikihow.com/Fill-the-Gap-Between-the-Stove-and-the-Counter
81-1	Mary was more comfortable talking in front of a live audience instead of Susan because _ is courageous.	Mary	Susan	1	1	f	A326O3VWP8TO8N	audience	https://www.wikihow.com/Sing-in-Front-of-an-Audience
81-2	Mary was more comfortable talking in front of a live audience instead of Susan because _ is cowardly.	Mary	Susan	2	1	f	A326O3VWP8TO8N	audience	https://www.wikihow.com/Sing-in-Front-of-an-Audience
683-1	Adam would use alcohol to cook while Jason used tasteless marinade, and _ made more exotic dishes.	Adam	Jason	1	1	m	A326O3VWP8TO8N	alcohol	https://www.wikihow.com/Recognize-and-Treat-Alcohol-Poisoning
683-2	Adam would use alcohol to cook while Jason used tasteless marinade, and _ made more mundane dishes.	Adam	Jason	2	1	m	A326O3VWP8TO8N	alcohol	https://www.wikihow.com/Recognize-and-Treat-Alcohol-Poisoning
885-1	Adam would always mismatch the colors their socks and pants unlike Jason, so _ had bad style.	Adam	Jason	1	1	m	A326O3VWP8TO8N	style	https://www.wikihow.com/Wear-Braces-With-Confidence-and-Style
885-2	Adam would always mismatch the colors their socks and pants unlike Jason, so _ had good style.	Adam	Jason	2	1	m	A326O3VWP8TO8N	style	https://www.wikihow.com/Wear-Braces-With-Confidence-and-Style
294-1	Adam would outgrow Jason in a matter of a few mothers even though _ was younger.	Adam	Jason	1	1	m	A326O3VWP8TO8N	grow	https://www.wikihow.com/Grow-Bougainvillea
294-2	Adam would outgrow Jason in a matter of a few mothers even though _ was older.	Adam	Jason	2	1	m	A326O3VWP8TO8N	grow	https://www.wikihow.com/Grow-Bougainvillea
510-1	Mary was able to haggle down a price for a stand while Susan wasn't because _ was persuasive.	Mary	Susan	1	1	f	A326O3VWP8TO8N	stand	https://www.wikihow.com/Stand-Up-for-Something-You-Believe-In
510-2	Mary was able to haggle down a price for a stand while Susan wasn't although _ was persuasive.	Mary	Susan	2	1	f	A326O3VWP8TO8N	stand	https://www.wikihow.com/Stand-Up-for-Something-You-Believe-In
298-1	Adam had to check everything before they left unlike Jason, so _ knows more about where everything is.	Adam	Jason	1	1	m	A326O3VWP8TO8N	check	https://www.wikihow.com/Sign-over-a-Check
298-2	Adam had to check everything before they left unlike Jason, so _ knows nothing about where everything is.	Adam	Jason	2	1	m	A326O3VWP8TO8N	check	https://www.wikihow.com/Sign-over-a-Check
902-1	At the campground, Adam was able to start a fire while Jason didn't because _ more resourceful.	Adam	Jason	1	1	m	A326O3VWP8TO8N	campground	https://www.wikihow.com/Buy-a-Campsite-or-Campground-Business
902-2	At the campground, Adam was able to start a fire while Jason didn't because _ less resourceful.	Adam	Jason	2	1	m	A326O3VWP8TO8N	campground	https://www.wikihow.com/Buy-a-Campsite-or-Campground-Business
706-1	Mary was a family oriented person and needed a house unlike Susan, so _ sold their apartment.	Mary	Susan	1	1	f	A326O3VWP8TO8N	house	https://www.wikihow.com/Sell-an-Old-House
706-2	Mary was a family oriented person and needed a house unlike Susan, so _ rented their apartment.	Mary	Susan	2	1	f	A326O3VWP8TO8N	house	https://www.wikihow.com/Sell-an-Old-House
906-1	Adam's rabbit was faster than Jason's rabbit in the race because _ fed their rabbits better food.	Adam	Jason	1	1	m	A326O3VWP8TO8N	rabbits	https://www.wikihow.com/Care-for-Dutch-Rabbits
906-2	Adam's rabbit was faster than Jason's rabbit in the race because _ fed their rabbits worse food.	Adam	Jason	2	1	m	A326O3VWP8TO8N	rabbits	https://www.wikihow.com/Care-for-Dutch-Rabbits
723-1	Adam had a better body and was more of a showoff than Jason. _ loves wearing bikinis to the beach.	Adam	Jason	1	1	m	A326O3VWP8TO8N	bikini	https://www.wikihow.com/Get-a-Great-Bikini-Butt
723-2	Adam had a better body and was more of a showoff than Jason. _ hates wearing bikinis to the beach.	Adam	Jason	2	1	m	A326O3VWP8TO8N	bikini	https://www.wikihow.com/Get-a-Great-Bikini-Butt
728-1	At the house, Adam would leave the sprinkler on unlike Jason because _ is forgetful.	Adam	Jason	1	1	m	A326O3VWP8TO8N	sprinkler	https://www.wikihow.com/Adjust-an-Impact-Sprinkler
728-2	At the house, Adam would leave the sprinkler on unlike Jason because _ is reliable.	Adam	Jason	2	1	m	A326O3VWP8TO8N	sprinkler	https://www.wikihow.com/Adjust-an-Impact-Sprinkler
324-1	Adam was a big person and towered over Jason when they stood side by side. _ was taller.	Adam	Jason	1	1	m	A326O3VWP8TO8N	tower	https://www.wikihow.com/Make-an-Eiffel-Tower
324-2	Adam was a big person and towered over Jason when they stood side by side. _ was shorter.	Adam	Jason	2	1	m	A326O3VWP8TO8N	tower	https://www.wikihow.com/Make-an-Eiffel-Tower
329-1	Baking bread was always a favorite of Mary's compared to Susan, so _ was interested in being a baker.	Mary	Susan	1	1	f	A326O3VWP8TO8N	bread	https://www.wikihow.com/Make-Fluffy-Bread
329-2	Baking bread was always a favorite of Mary's compared to Susan, so _ was disinterested in being a baker.	Mary	Susan	2	1	f	A326O3VWP8TO8N	bread	https://www.wikihow.com/Make-Fluffy-Bread
134-1	Mary was always a sort of quiet person while Susan was not, so _ is introverted.	Mary	Susan	1	1	f	A326O3VWP8TO8N	quiet	https://www.wikihow.com/Accept-Being-a-Quiet-and-Reserved-Person
134-2	Mary was always a sort of quiet person while Susan was not, so _ is extroverted.	Mary	Susan	2	1	f	A326O3VWP8TO8N	quiet	https://www.wikihow.com/Accept-Being-a-Quiet-and-Reserved-Person
733-1	As a morning tradition, Adam would make toast while Jason made nothing. _ was a morning person.	Adam	Jason	1	1	m	A326O3VWP8TO8N	toast	https://www.wikihow.life/Make-Toast
733-2	As a morning tradition, Adam would make toast while Jason made nothing. _ was not a morning person.	Adam	Jason	2	1	m	A326O3VWP8TO8N	toast	https://www.wikihow.life/Make-Toast
335-1	Mary would go out on many dates while Susan was happier with one person, so _ looked more promiscuous.	Mary	Susan	1	1	f	A326O3VWP8TO8N	date	https://www.wikihow.com/Speed-Date
335-2	Mary would go out on many dates while Susan was happier with one person, so _ looked less promiscuous.	Mary	Susan	2	1	f	A326O3VWP8TO8N	date	https://www.wikihow.com/Speed-Date
741-1	Adam always wanted to get a tattoo while Jason hated the idea. _ was more daring.	Adam	Jason	1	1	m	A326O3VWP8TO8N	tattoo	https://www.wikihow.com/Shade-a-Tattoo
741-2	Adam always wanted to get a tattoo while Jason hated the idea. _ was less daring.	Adam	Jason	2	1	m	A326O3VWP8TO8N	tattoo	https://www.wikihow.com/Shade-a-Tattoo
341-1	Adam would climb the hill every day while Jason couldn't get up the first few steps. _ was athletic.	Adam	Jason	1	2	m	A326O3VWP8TO8N	climb	https://www.wikihow.com/Train-Climbing-Roses
341-2	Adam would climb the hill every day while Jason couldn't get up the first few steps. _ was a sloth.	Adam	Jason	2	2	m	A326O3VWP8TO8N	climb	https://www.wikihow.com/Train-Climbing-Roses
343-1	Mary kept their hair rather short compared to Susan, so _ needed to trim their hair more.	Mary	Susan	1	1	f	A326O3VWP8TO8N	hair	https://www.wikihow.com/Re%E2%80%90Dye-Hair
343-2	Mary kept their hair rather short compared to Susan, so _ needed to trim their hair less.	Mary	Susan	2	1	f	A326O3VWP8TO8N	hair	https://www.wikihow.com/Re%E2%80%90Dye-Hair
344-1	Mary could make some mean dishes while Susan was mediocre at it, so _ was more skilled at cooking.	Mary	Susan	1	1	f	A326O3VWP8TO8N	cook	https://www.wikihow.com/Cook-Bulgur
344-2	Mary could make some mean dishes while Susan was mediocre at it, so _ was less skilled at cooking.	Mary	Susan	2	1	f	A326O3VWP8TO8N	cook	https://www.wikihow.com/Cook-Bulgur
353-1	Mary collected acorns from trees to feed to squirrels while Susan didn't as _ loved squirrels.	Mary	Susan	1	1	f	A326O3VWP8TO8N	acorn	https://www.wikihow.com/Buy-Acorn-Squash
353-2	Mary collected acorns from trees to feed to squirrels while Susan didn't as _ hated squirrels.	Mary	Susan	2	1	f	A326O3VWP8TO8N	acorn	https://www.wikihow.com/Buy-Acorn-Squash
955-1	Adam could drink coffee black while Jason needed creamer for theirs because _ liked the bitterness.	Adam	Jason	1	1	m	A326O3VWP8TO8N	coffee	https://www.wikihow.com/Grind-Coffee-Beans-Without-a-Grinder
955-2	Adam could drink coffee black while Jason needed creamer for theirs because _ hated the bitterness.	Adam	Jason	2	1	m	A326O3VWP8TO8N	coffee	https://www.wikihow.com/Grind-Coffee-Beans-Without-a-Grinder
356-1	Mary was jealous of Susan's fame and fortune because _ was unable to work on themselves.	Mary	Susan	1	1	f	A326O3VWP8TO8N	jealous	https://www.wikihow.com/Stop-Being-Jealous
356-2	Mary was jealous of Susan's fame and fortune because _ was able to work on themselves.	Mary	Susan	2	1	f	A326O3VWP8TO8N	jealous	https://www.wikihow.com/Stop-Being-Jealous
959-1	The doctor showed that Adam had symptoms of the disease while Jason was fine. _ was ill.	Adam	Jason	1	1	m	A326O3VWP8TO8N	symptoms	https://www.wikihow.com/Recognize-the-Symptoms-of-Endometriosis
959-2	The doctor showed that Adam had symptoms of the disease while Jason was fine. _ was healthy.	Adam	Jason	2	1	m	A326O3VWP8TO8N	symptoms	https://www.wikihow.com/Recognize-the-Symptoms-of-Endometriosis
768-1	Mary would wear pants in cold weather while Susan wore shorts, so _ felt warmer in the winter.	Mary	Susan	1	1	f	A326O3VWP8TO8N	pants	https://www.wikihow.com/Make-Regular-Pants-into-Maternity-Pants
768-2	Mary would wear pants in cold weather while Susan wore shorts, so _ felt colder in the winter.	Mary	Susan	2	1	f	A326O3VWP8TO8N	pants	https://www.wikihow.com/Make-Regular-Pants-into-Maternity-Pants
374-1	Mary would watch TV all day while Susan would go out for walks, so _ was more sedentary.	Mary	Susan	1	1	f	A326O3VWP8TO8N	TV	https://www.wikihow.com/Become-a-TV-Writer
374-2	Mary would watch TV all day while Susan would go out for walks, so _ was more active.	Mary	Susan	2	1	f	A326O3VWP8TO8N	TV	https://www.wikihow.com/Become-a-TV-Writer
778-1	As a daily routine, Mary ate ramen noodles while Susan shied away from it. _ was unhealthy.	Mary	Susan	1	1	f	A326O3VWP8TO8N	ramen	https://www.wikihow.com/Cook-Ramen-Noodles
778-2	As a daily routine, Mary ate ramen noodles while Susan shied away from it. _ was healthy.	Mary	Susan	2	1	f	A326O3VWP8TO8N	ramen	https://www.wikihow.com/Cook-Ramen-Noodles
779-1	Adam prefered to use the bow and arrow while Jason preferred the sword. _ was a sharpshoot.	Adam	Jason	1	1	m	A326O3VWP8TO8N	bow	https://www.wikihow.com/Sight-a-Bow-In
779-2	Adam prefered to use the bow and arrow while Jason preferred the sword. _ was not a sharpshoot.	Adam	Jason	2	1	m	A326O3VWP8TO8N	bow	https://www.wikihow.com/Sight-a-Bow-In
783-1	The girl Mary dated was cheating on Susan, and _ was rather happy about the situation.	Mary	Susan	1	1	f	A326O3VWP8TO8N	girl	https://www.wikihow.com/Be-a-Girly-Girl
783-2	The girl Mary dated was cheating on Susan, and _ was rather angry about the situation.	Mary	Susan	2	1	f	A326O3VWP8TO8N	girl	https://www.wikihow.com/Be-a-Girly-Girl
987-1	Mary took a world trip and discussed it with their friends and Susan felt left out although _ talked to them about it.	Mary	Susan	1	1	f	A326O3VWP8TO8N	world	https://www.wikihow.com/Join-Freemasonry
987-2	Mary took a world trip and discussed it with their friends and Susan felt left out because _ talked to them about it.	Mary	Susan	2	1	f	A326O3VWP8TO8N	world	https://www.wikihow.com/Join-Freemasonry
988-1	Adam has a few dogs running around their house while Jason has no pets.  _ loves animals.	Adam	Jason	1	1	m	A326O3VWP8TO8N	dog	https://www.wikihow.com/Determine-Your-Dog%27s-Breed
988-2	Adam has a few dogs running around their house while Jason has no pets. _ hates animals.	Adam	Jason	2	1	m	A326O3VWP8TO8N	dog	https://www.wikihow.com/Determine-Your-Dog%27s-Breed
788-1	Pointing at things and asking question was how Mary learned but not Susan. _ is hands on.	Mary	Susan	1	2	f	A326O3VWP8TO8N	point	https://www.wikihow.com/Be-a-Point-Guard
788-2	Pointing at things and asking question was how Mary learned but not Susan. _ is theoretical.	Mary	Susan	2	2	f	A326O3VWP8TO8N	point	https://www.wikihow.com/Be-a-Point-Guard
991-1	When Adam visited the doctor, Jason was able to get a prescription because _ was sick.	Adam	Jason	1	2	m	A326O3VWP8TO8N	doctor	https://www.wikihow.com/Become-a-Doctor-in-the-UK
991-2	When Adam visited the doctor, Jason was able to get a prescription although _ was fine.	Adam	Jason	2	2	m	A326O3VWP8TO8N	doctor	https://www.wikihow.com/Become-a-Doctor-in-the-UK
994-1	Mary would go to bed and sleep earlier than Susan, so _ was a morning person.	Mary	Susan	1	2	f	A326O3VWP8TO8N	sleep	https://www.wikihow.com/Make-Yourself-Go-to-Sleep-on-Time
994-2	Mary would go to bed and sleep earlier than Susan, so _ was an evening person.	Mary	Susan	2	2	f	A326O3VWP8TO8N	sleep	https://www.wikihow.com/Make-Yourself-Go-to-Sleep-on-Time
24-1	Mary was going produce shopping and ask Susan to accompany her because _ knew nothing about collard greens.	Mary	Susan	1	1	f	A32W24TWSWXW	collard greens	https://www.wikihow.com/Buy-Collard-Greens
24-2	Mary was going produce shopping and ask Susan to accompany her because _ knew something about collard greens.	Mary	Susan	2	1	f	A32W24TWSWXW	collard greens	https://www.wikihow.com/Buy-Collard-Greens
49-1	Mary asked Susan to go on a trip to Los Angeles with her because _ is disabled.	Mary	Susan	1	1	f	A32W24TWSWXW	trip	https://www.wikihow.com/Travel-with-a-Person-with-a-Disability
49-2	Mary asked Susan to go on a trip to Los Angeles with her because _ is trusted.	Mary	Susan	2	1	f	A32W24TWSWXW	trip	https://www.wikihow.com/Travel-with-a-Person-with-a-Disability
522-1	Adam asked Jason to help create some crazy, funny skits because _ was a comic dud.	Adam	Jason	1	1	m	A32W24TWSWXW	skit	https://www.wikihow.com/Make-a-Skit
522-2	Adam asked Jason to help create some crazy, funny skits because _ was a comic genius.	Adam	Jason	2	1	m	A32W24TWSWXW	skit	https://www.wikihow.com/Make-a-Skit
213-1	Adam was able to lose more weight than Jason because _ ate a lot of healthy food.	Adam	Jason	1	1	m	A34QZDSTKZ3JO9	weight	https://www.wikihow.fitness/Lose-Upper-Back-Fat
213-2	Adam was able to lose more weight than Jason because _ ate a lot of junk food.	Adam	Jason	2	1	m	A34QZDSTKZ3JO9	weight	https://www.wikihow.fitness/Lose-Upper-Back-Fat
37-1	Adam was caught napping in class more often than Jason because _ stayed up all night.	Adam	Jason	1	2	m	A34QZDSTKZ3JO9	napping	https://www.wikihow.com/Nap
37-2	Adam was caught napping in class more often than Jason because _ slept all night.	Adam	Jason	2	2	m	A34QZDSTKZ3JO9	napping	https://www.wikihow.com/Nap
292-1	Adam was able to finish the race while Jason was not, because _ had more willpower.	Adam	Jason	1	1	m	A34QZDSTKZ3JO9	willpower	https://www.wikihow.com/Stick-to-Your-Decisions
292-2	Adam was able to finish the race while Jason was not, because _ had less willpower.	Adam	Jason	2	1	m	A34QZDSTKZ3JO9	willpower	https://www.wikihow.com/Stick-to-Your-Decisions
737-1	Adam was able to get a raise while Jason was not because _ was more assertive when talking to the boss.	Adam	Jason	1	1	m	A34QZDSTKZ3JO9	talking	https://www.wikihow.com/Communicate-With-Confidence
737-2	Adam was able to get a raise while Jason was not because _ was more timid when talking to the boss.	Adam	Jason	2	1	m	A34QZDSTKZ3JO9	talking	https://www.wikihow.com/Communicate-With-Confidence
947-1	Adam was buying more books while Jason was buying more video games because _ was more studious.	Adam	Jason	1	2	m	A34QZDSTKZ3JO9	buying	https://www.wikihow.com/Buy-Corn-Commodities
947-2	Adam was buying more books while Jason was buying more video games because _ was less serious.	Adam	Jason	2	2	m	A34QZDSTKZ3JO9	buying	https://www.wikihow.com/Buy-Corn-Commodities
771-1	Adam did better in the cooking class than Jason did because _ had more culinary knowledge and skill.	Adam	Jason	1	1	m	A34QZDSTKZ3JO9	cooking	https://www.wikihow.com/Melt-Chocolate-in-the-Microwave
771-2	Adam did better in the cooking class than Jason did because _ had less culinary knowledge and skill.	Adam	Jason	2	1	m	A34QZDSTKZ3JO9	cooking	https://www.wikihow.com/Melt-Chocolate-in-the-Microwave
384-1	Adam mowed their lawn more often than Jason did, so it was usually shorter at the home of _ .	Adam	Jason	1	1	m	A34QZDSTKZ3JO9	lawn	https://www.wikihow.com/Start-a-Lawn-Mowing-Business
384-2	Adam mowed their lawn more often than Jason did, so it was usually longer at the home of _ .	Adam	Jason	2	1	m	A34QZDSTKZ3JO9	lawn	https://www.wikihow.com/Start-a-Lawn-Mowing-Business
601-1	While at the funeral parlor, Adam had to plan the memorial instead of Jason because _ had experience with the situation.	Adam	Jason	1	3	m	A37IJGXG1VEBEK	memorial	https://www.wikihow.com/Plan-a-Memorial-Service
601-2	While at the funeral parlor, Adam had to plan the memorial instead of Jason because _ was a novice with the situation.	Adam	Jason	2	3	m	A37IJGXG1VEBEK	memorial	https://www.wikihow.com/Plan-a-Memorial-Service
212-1	Mary was concerned that Susan was being abused so _ offered an unending amount of support.	Mary	Susan	1	2	f	A37IJGXG1VEBEK	abused	https://www.wikihow.com/Avoid-Being-Abused
212-2	Mary was concerned that Susan was being abused so _ turned down an unending amount of support.	Mary	Susan	2	2	f	A37IJGXG1VEBEK	abused	https://www.wikihow.com/Avoid-Being-Abused
216-1	Mary is the mother of Susan so _ was able to describe what to do during your periods.	Mary	Susan	1	1	f	A37IJGXG1VEBEK	Periods	https://www.wikihow.com/Prevent-Spotting-Between-Periods
216-2	Mary is the mother of Susan so _ was not able to describe what to do during your periods.	Mary	Susan	2	1	f	A37IJGXG1VEBEK	Periods	https://www.wikihow.com/Prevent-Spotting-Between-Periods
619-1	While browsing a clothing store, Mary bought Susan a skirt becuase _ had no style.	Mary	Susan	1	1	f	A37IJGXG1VEBEK	skirt	https://www.wikihow.com/Wear-a-Short-Skirt-Without-Looking-Overexposed
619-2	While browsing a clothing store, Mary bought Susan a skirt becuase _ had great style.	Mary	Susan	2	1	f	A37IJGXG1VEBEK	skirt	https://www.wikihow.com/Wear-a-Short-Skirt-Without-Looking-Overexposed
621-1	While in school, Adam was teaching Jason about geometry because _ knew all about the complex equations.	Adam	Jason	1	3	m	A37IJGXG1VEBEK	equation	https://www.wikihow.com/Find-the-Equation-of-a-Tangent-Line
621-2	While in school, Adam was teaching Jason about geometry because _ needed to learn about the complex equations.	Adam	Jason	2	3	m	A37IJGXG1VEBEK	equation	https://www.wikihow.com/Find-the-Equation-of-a-Tangent-Line
820-1	Mary stopped trying to download the streaming video for Susan because _ she had the slower computer.	Mary	Susan	1	3	f	A37IJGXG1VEBEK	Download	https://www.wikihow.com/Download-from-Kickasstorrents
820-2	Mary began to download the streaming video for Susan because _ she had the faster computer.	Mary	Susan	2	3	f	A37IJGXG1VEBEK	Download	https://www.wikihow.com/Download-from-Kickasstorrents
228-1	Mary had a crush on Susan so _ asked them out in an extremely embarrassing way.	Mary	Susan	1	2	f	A37IJGXG1VEBEK	crush	https://www.wikihow.com/Talk-to-Your-Crush-if-He-Knows-You-Like-Him
228-2	Mary had a crush on Susan so _ turned them down in an extremely embarrassing way.	Mary	Susan	2	2	f	A37IJGXG1VEBEK	crush	https://www.wikihow.com/Talk-to-Your-Crush-if-He-Knows-You-Like-Him
230-1	Adam tried to teach their son, Jason, about how to be resilient because _ thinks it's important.	Adam	Jason	1	1	m	A37IJGXG1VEBEK	resilient	https://www.wikihow.com/Be-Mentally-Resilient
230-2	Adam tried to teach their son, Jason, about how to be resilient because _ thinks it's not important.	Adam	Jason	2	1	m	A37IJGXG1VEBEK	resilient	https://www.wikihow.com/Be-Mentally-Resilient
638-1	Adam was in better shape than Jason so _ didn't have to worry about having a good libido.	Adam	Jason	1	2	m	A37IJGXG1VEBEK	libido	https://www.wikihow.com/Increase-Libido
638-2	Adam was in better shape than Jason so _ had to worry about having a good libido.	Adam	Jason	2	2	m	A37IJGXG1VEBEK	libido	https://www.wikihow.com/Increase-Libido
834-1	When walking through the grocery store, Adam bought Jason some cheese because _ loved it.	Adam	Jason	1	4	m	A37IJGXG1VEBEK	cheese	https://www.wikihow.com/Make-Cheddar-Cheese
834-2	When walking through the grocery store, Adam didn't buy Jason some cheese because _ lactose intolerant.	Adam	Jason	2	4	m	A37IJGXG1VEBEK	cheese	https://www.wikihow.com/Make-Cheddar-Cheese
838-1	Investing in a business suited Adam but not Jason because _ was already a sole proprietor.	Adam	Jason	1	1	m	A37IJGXG1VEBEK	proprietor	https://www.wikihow.com/Set-up-a-Sole-Proprietorship-in-Florida
838-2	Investing in a business suited Adam but not Jason because _ was not a sole proprietor.	Adam	Jason	2	1	m	A37IJGXG1VEBEK	proprietor	https://www.wikihow.com/Set-up-a-Sole-Proprietorship-in-Florida
843-1	While at the salon, Adam was curling Jason's hair because _ was a trained hairdresser.	Adam	Jason	1	1	m	A37IJGXG1VEBEK	hair	https://www.wikihow.com/Curl-Your-Hair-With-Paper-Bags
843-2	While at the salon, Adam was curling Jason's hair because _ was not a trained hairdresser.	Adam	Jason	2	1	m	A37IJGXG1VEBEK	hair	https://www.wikihow.com/Curl-Your-Hair-With-Paper-Bags
469-1	While walking down the craft store aisle, Adam bought a crochet set for Jason _ to teach how.	Adam	Jason	1	1	m	A37IJGXG1VEBEK	crochet	https://www.wikihow.com/Crochet-a-Scarf-for-Beginners
469-2	While walking down the craft store aisle, Adam bought a crochet set for Jason _ to learn how.	Adam	Jason	2	1	m	A37IJGXG1VEBEK	crochet	https://www.wikihow.com/Crochet-a-Scarf-for-Beginners
850-1	Investing in business suited Mary but not Susan because _ set up an automatic payment system.	Mary	Susan	1	1	f	A37IJGXG1VEBEK	payment	https://www.wikihow.com/Calculate-an-Escrow-Payment
850-2	Investing in business suited Mary but not Susan because _ set up an manual payment system.	Mary	Susan	2	1	f	A37IJGXG1VEBEK	payment	https://www.wikihow.com/Calculate-an-Escrow-Payment
474-1	Mary was a proffesional landscaper for Susan so _ picked out a nice bamboo garden.	Mary	Susan	1	1	f	A37IJGXG1VEBEK	Bamboo	https://www.wikihow.com/Plant-a-Running-Bamboo
474-2	Mary was a proffesional landscaper for Susan so _ picked out a horrible bamboo garden.	Mary	Susan	2	1	f	A37IJGXG1VEBEK	Bamboo	https://www.wikihow.com/Plant-a-Running-Bamboo
67-1	Mary made a painting for Susan because _ wanted to teach the other about proper coloring.	Mary	Susan	1	2	f	A37IJGXG1VEBEK	coloring	https://www.wikihow.com/Make-Blue-Food-Colouring
67-2	Mary made a painting for Susan because _ wanted to learn from the other about proper coloring.	Mary	Susan	2	2	f	A37IJGXG1VEBEK	coloring	https://www.wikihow.com/Make-Blue-Food-Colouring
492-1	Mary was teaching Susan beginners French because _ thought it was an important skill to know.	Mary	Susan	1	1	f	A37IJGXG1VEBEK	French	https://www.wikihow.com/Learn-French-for-Beginners
492-2	Mary was teaching Susan beginners  French because _ thought it was not an important skill to know.	Mary	Susan	2	1	f	A37IJGXG1VEBEK	French	https://www.wikihow.com/Learn-French-for-Beginners
281-1	Adam was hired to set up Jason's garden because _ was having a infestion of mosquitos.	Adam	Jason	1	3	m	A37IJGXG1VEBEK	mosquitos	https://www.wikihow.com/Make-a-Plastic-Bottle-Mosquito-Trap
281-2	Adam hired Jason to set up the garden because _ was having a infestion of mosquitos.	Adam	Jason	2	3	m	A37IJGXG1VEBEK	mosquitos	https://www.wikihow.com/Make-a-Plastic-Bottle-Mosquito-Trap
287-1	During the house redecoration, Adam set up blinds for Jason because _ was paid too.	Adam	Jason	1	2	m	A37IJGXG1VEBEK	blinds	https://www.wikihow.com/Clean-Wood-Blinds
287-2	During the house redecoration, Adam set up blinds for Jason because _ was hiring them too.	Adam	Jason	2	2	m	A37IJGXG1VEBEK	blinds	https://www.wikihow.com/Clean-Wood-Blinds
688-1	While at the gym, Adam was teaching Jason how to curl biceps because _ was a personal trainer.	Adam	Jason	1	2	m	A37IJGXG1VEBEK	biceps	https://www.wikihow.com/Get-Bigger-Biceps
688-2	While at the gym, Adam was teaching Jason how to curl biceps because _ was a gym novice.	Adam	Jason	2	2	m	A37IJGXG1VEBEK	biceps	https://www.wikihow.com/Get-Bigger-Biceps
95-1	Adam was mailing a bill to Jason so _ had to lick the envelope and put on a stamp.	Adam	Jason	1	3	m	A37IJGXG1VEBEK	envelope	https://www.wikihow.com/Decorate-an-Envelope
95-2	Adam was mailing a bill to Jason so _ had to open the envelope and take off a stamp.	Adam	Jason	2	3	m	A37IJGXG1VEBEK	envelope	https://www.wikihow.com/Decorate-an-Envelope
97-1	While walking through the store, Adam bought a shirt for Jason because _ had great style.	Adam	Jason	1	1	m	A37IJGXG1VEBEK	style	https://www.wikihow.com/Look-Ulzzang
97-2	While walking through the store, Adam bought a shirt for Jason because _ had no style.	Adam	Jason	2	1	m	A37IJGXG1VEBEK	style	https://www.wikihow.com/Look-Ulzzang
897-1	In the park, Adam ran past Jason because _ saw their mom and wanted to hug them.	Adam	Jason	1	3	m	A37IJGXG1VEBEK	mom	https://www.wikihow.com/Tell-Your-Mom-You-Love-Her
897-2	In the park, Adam up to Jason because _ was their mom and wanted to hug them.	Adam	Jason	2	3	m	A37IJGXG1VEBEK	mom	https://www.wikihow.com/Tell-Your-Mom-You-Love-Her
515-1	During a job interview, Adam asked Jason about their prior jobs because _ wanted to know.	Adam	Jason	1	3	m	A37IJGXG1VEBEK	job	https://www.wikihow.com/Get-a-Job-if-You-Are-Under-16-(USA)
